Record,Field,User,Datetime,Comment
419,ae_outcome1_em_type,emeyerowit.montefiore.org,"2025-08-16 13:48:31","Table 3 has IRR"
419,ae_outcome1_em_value,stodd046,"2025-08-21 10:15:53","This is the IRR for GBS among Medicare FFS population."
419,ae_outcome1_unvax_n,emeyerowit.montefiore.org,"2025-08-16 13:44:56","adjusted person years - 1,463,721.80"
419,ae_outcome1_unvax_n_2,emeyerowit.montefiore.org,"2025-08-16 13:52:53","adjusted person years:  1,448,623.87"
419,ae_outcome1_unvax_n_3,emeyerowit.montefiore.org,"2025-08-16 15:01:52","1,467,906.74"
419,ae_outcome1_unvax_n_4,emeyerowit.montefiore.org,"2025-08-16 15:03:50","1,467,984.36"
419,ae_outcome1_unvax_n_5,emeyerowit.montefiore.org,"2025-08-16 15:06:09","1,480,427.42"
419,ae_outcome1_vax_n,emeyerowit.montefiore.org,"2025-08-16 13:44:36","adjusted person years -   1,318,301.10"
419,ae_outcome1_vax_n_2,emeyerowit.montefiore.org,"2025-08-16 13:52:18","adjusted person-years: 1,306,238.98"
419,ae_outcome1_vax_n_3,emeyerowit.montefiore.org,"2025-08-16 15:01:57","1,322,518.91"
419,ae_outcome1_vax_n_4,emeyerowit.montefiore.org,"2025-08-16 15:03:45","1,322,453.20"
419,ae_outcome1_vax_n_5,emeyerowit.montefiore.org,"2025-08-16 15:05:50","1,331,496.86"
419,nos_xs_1,nebasta,"2025-09-27 21:58:29","medical claims data"
419,rob_screen1,nebasta,"2025-09-27 21:57:52","comparison group is historical controls"
419,rob_screen2,nebasta,"2025-09-27 22:05:07","Cannot identify any control for confounding - AEs reported are descriptive. Some analyses compare to historical controls, but no clear explanation of attempt to control for the considerable confounding that would entail"
421,population,emeyerowit.montefiore.org,"2025-08-16 20:16:26","Does not specify whether children were included"
421,rob_outcome_ae,mehr0035,"2025-09-06 14:27:54","Also GBS, stroke, and numerous others (e.g., arrhythmia, heart failure, coronary artery disease, encephalitis, hearing loss, facial palsy, dizziness, pneumonia, local cellulitis)"
422,rob_type,ejholmes,"2025-09-05 12:18:48",SCCS
423,ae_outcome,abersm.gmail.com,"2025-07-30 13:00:42","Non-hemorrhagic stroke"
423,ae_outcome_2,abersm.gmail.com,"2025-07-30 13:05:39",TIA
423,ae_outcome_2_v2,abersm.gmail.com,"2025-07-30 13:12:29",TIA
423,ae_outcome_3_v2,abersm.gmail.com,"2025-07-30 13:12:48","Non-hemorrhagic stroke"
423,ae_outcome_4,abersm.gmail.com,"2025-07-30 13:07:39","TIA or non-hemorrhagic stroke"
423,ae_outcome_4_v2,abersm.gmail.com,"2025-07-30 13:13:11","Non-hemorrhagic stroke or TIA"
423,ae_outcome_v2,abersm.gmail.com,"2025-07-30 13:12:14","Hemorrhagic stroke"
423,ae_outcome1_describe_3,abersm.gmail.com,"2025-07-30 13:07:06","Non-hemorrhagic stroke"
423,ae_vax_type,abersm.gmail.com,"2025-07-30 13:10:48","Bivalent Pfizer-BioNTech BNT162b2; WT/OMI BA.4/BA.5"
423,ae_vax_type_v2,abersm.gmail.com,"2025-07-30 13:11:40","Bivalent Moderna mRNA-1273.222"
423,domain,abersm.gmail.com,"2025-07-30 13:47:10","Not formally a co-administration study but analyses are stratified by whether patient received influenza vaccine (see raw data in supplement)"
423,domain_ae_include_yn,abersm.gmail.com,"2025-07-30 12:48:09","Data in article/supplement are disaggregated by type of stroke"
426,domain_ae_include_list,stodd046,"2025-08-21 10:39:17","""There was one serious AEFI (angina pectoris), and all other AEFI were non-serious"""
427,nos_xs_1,ejholmes,"2025-09-05 12:30:01","Not all reporting is mandatory/uniform across database; some self-report"
427,nos_xs_2,ejholmes,"2025-09-05 12:30:11","Large sample, not justified in text"
427,nos_xs_3,ejholmes,"2025-09-05 12:30:56","Some self-report; not verifiable"
427,rob_screen1,ejholmes,"2025-09-05 12:26:50","Comparison of vaccine type"
427,rob_screen2,ejholmes,"2025-09-05 12:29:08","stratified analysis; exclusion criteria"
427,rob_screen2,nebasta,"2025-09-27 13:05:56","No attempt to control for confounding in the estimates reported"
428,ae_outcome1_em_type_2,ncmccann.bu.edu,"2025-08-07 20:33:47","Not sure why they give a RR for preterm birth but not weight"
430,date_start_year,abersm.gmail.com,"2025-08-03 18:06:13","Date of vaccination"
430,setting,abersm.gmail.com,"2025-08-03 18:06:16","Date of vaccination"
435,nos_cc_4,ulric063,"2025-09-25 22:00:53","Updating to 'no history of disease' to align with guidance"
436,study_label,stodd046,"2025-08-21 16:38:44","EXCLUDED FROM FURTHER REVIEW"
439,nos_cc_4,ulric063,"2025-09-25 21:58:54","Updating to 'no history of disease' to align with guidance"
440,rob_domain_aensi_other,mehr0035,"2025-09-07 16:19:25","Fatigue, Myalgia, Arthralgia, Nausea/Vomiting, Fever, Headache, Pain, Swelling"
440,rob_screen1,mehr0035,"2025-09-07 16:19:55","50 μg vs 30 μg mRNA-1345"
440,rob_screen2,mehr0035,"2025-09-07 16:22:54","From supplementary data: ""Enrollment was structured to achieve an approximate distribution of 30% of participants with CAD/CHF, 30% with chronic lung diseases, and 40% with DM as the risk group. Participants were randomized to each dose group based on their risk group to ensure a similar representation of these conditions increasing the risk of RSV-LRTD across both groups. Selection of the risk group for each participant was at the discretion of the Investigators and based on clinical judgment."""
440,rob2_msmt3,mehr0035,"2025-09-07 16:28:14","From supplementary info: ""This study design included blinding of the participant, sponsor, Investigator, and clinical staff responsible for study assessments/safety."""
440,rob2_random1,mehr0035,"2025-09-07 16:24:21","From supplementary info: ""Enrollment was structured to achieve an approximate distribution of 30% of participants with CAD/CHF, 30% with chronic lung diseases, and 40% with DM as the risk group. Participants were randomized to each dose group based on their risk group to ensure a similar representation of these conditions increasing the risk of RSV-LRTD across both groups. Selection of the risk group for each participant was at the discretion of the Investigators and based on clinical judgment."""
441,rob2_interv1,mehr0035,"2025-09-08 07:06:04","single-blind parallel group RCT; randomized to Moderna or Novavax; also a self-select 3rd group who chose not to be vaccinated, choosing ""no"" here due to Moderna / Novavax randomization"
441,rob2_interv2,mehr0035,"2025-09-08 07:33:22","""An unblinded study staff administered the vaccine, while study staff evaluating reactogenicity were blinded during the first week post-vaccination when assessing symptoms and study participants were unblinded after seven days upon completion of the reactogenicity diary card."""
441,rob2_msmt3,mehr0035,"2025-09-08 07:31:51","Outcome assessors and participants were unblinded after 7 days post-vaccination. However, the study focuses on AEs during the first 7 days post-vaccination (i.e., the time used for the diary card).

""An unblinded study staff administered the vaccine, while study staff evaluating reactogenicity were blinded during the first week post-vaccination when assessing symptoms and study participants were unblinded after seven days upon completion of the reactogenicity diary card.""

Note also: ""Overall, 17 AE/SAEs were reported (Appendix Table 5) among participants up to day 28 post vaccination, predominantly classified as unrelated or possibly related to the study intervention and were all classified as mild in severity (grade 1). Most of these events re-solved quickly. """
441,rob2_random1,mehr0035,"2025-09-08 07:06:55","Participants were randomised 1:1 to receive either the bivalent mRNA Moderna (mRNA-1273.214, later replaced by mRNA-1273.222) or protein Novavax vaccine (NVX-COV2373) and with randomisation stratified by age (< 50 and ≥50 years). An independent statistician from the Melbourne Children's Trial Centre at the Murdoch Children's Research Institute provided a secure, password-
protected web-based randomisation schedule using random blocks of permuted length""

""The control group was not randomised, but were frequency matched by age to the vaccine groups where possible (18-29 years, 30-49 years, 50-59 years)"""
442,rob2_random1,mehr0035,"2025-09-08 10:30:48","Core protocol available at: https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-023-07225-z"
444,nos_cc_4,ulric063,"2025-09-25 21:57:47","Updating to 'no history of disease' to align with guidance"
446,rob_screen2,nebasta,"2025-09-01 19:24:50","authors note they only used ""binary"" logistic regression, which seems to refer to ""univariate"" logistic regression (given the sample size, it would not be possible to include all of the covariates they listed in a single model). Univariate models so not control for confounding."
448,rob_screen1,mehr0035,"2025-09-08 07:49:28","Spikevax (n=70) vs Comirnaty (n=59)"
449,domain_ae_include_vax,scottja.stanford.edu,"2025-08-15 02:59:52","Standard-dose (VaxigripTetra), MF59-adjuvanted (Fluad), High-dose (Fluzone-HD)"
449,ve_overall_vax_n,scottja.stanford.edu,"2025-08-15 03:07:43","This is the total number of participants who received a vaccine across all three groups"
449,ve_overall_vax_y,scottja.stanford.edu,"2025-08-15 03:07:59","This is the total number of PCR-confirmed influenza cases across all three vaccine groups combined"
449,ve_vax_type_v2,scottja.stanford.edu,"2025-08-15 03:09:39","MF59-adjuvanted (Fluad)."
454,date_end_month,flemi644,"2025-08-22 12:29:32","Edited date based on section 2.3"
455,nos_coh_6,mehr0035,"2025-09-06 06:52:47","not sure if this or 'record linkage' would be more appropriate for the study's antibody titer comparisons"
456,study_label,stodd046,"2025-08-21 16:44:17","EXCLUDED FROM FURTHER REVIEW"
457,population,emeyerowit.montefiore.org,"2025-08-20 14:26:56","Age range not mentioned but appears to be only adults"
458,coadmin_sero,emeyerowit.montefiore.org,"2025-08-22 12:42:58","Model-adjusted GMRs (95% CI) for coad-
ministration to separate-administration were
0.83 (0.77, 0.89) for full-length S-binding IgG
levels and 0.89 (0.77, 1.04), 0.95 (0.83, 1.09),
0.96 (0.85, 1.09), and 1.00 (0.89, 1.13) for the
four strain-specific HAI titers (Fig. 3). The pre-
specified noninferiority criterion was met for
full-length S-binding IgG levels and HAI titers
for each of the four influenza assay strains
(lower bound 95% CI [0.67)"
458,rob2_random3,ulric063,"2025-09-08 17:46:51","The median (range) number of days from the previous
(third dose) BNT162b2 vaccination to the
BNT162b2 vaccination received during the
study was 129 (87-204) and 165 (117-259) in
the coadministration and separate-administration groups, respectively, differing primarily
because those in the separate-administration
group received BNT162b2 as their visit 2
vaccination."
461,date_end_year,flemi644,"2025-08-14 16:08:48","Vaccine product and lab assay timing indicate the 2020/21 influenza season; Results section says ""between November and December 2021,"" which is almost certainly a typographical error given invitations in Nov-Dec 2020 and assays in March 2021."
462,rob_screen1,nebasta,"2025-09-06 18:59:58","Survey of vaccinated participants-all but 6 had gotten 3 doses. No comparison group. Analysis compares AEs after each dose but methods are not described, but it seems like participants reported AEs once (after the 3rd dose) about prior doses."
464,ae_outcome,emeyerowit.montefiore.org,"2025-08-22 13:02:15","Level of Certainty 1-2"
464,ae_outcome_2,emeyerowit.montefiore.org,"2025-08-22 13:03:10","Level of confidence 1-4"
464,ae_outcome_2_v2,emeyerowit.montefiore.org,"2025-08-22 13:12:10","LOC 1-4"
464,ae_outcome_2_v3,emeyerowit.montefiore.org,"2025-08-22 13:14:54","LOC 1-4"
464,ae_outcome_v2,emeyerowit.montefiore.org,"2025-08-22 13:11:38","LOC 1-2"
464,ae_outcome_v3,emeyerowit.montefiore.org,"2025-08-22 13:14:10","LOC 1-2"
464,ae_outcome1_em_type,emeyerowit.montefiore.org,"2025-08-22 13:02:38","Relative incidence"
464,ae_outcome1_em_type_2,emeyerowit.montefiore.org,"2025-08-22 13:03:21","Relative incidence"
464,ae_outcome1_em_type_2_v2,emeyerowit.montefiore.org,"2025-08-22 13:12:28","Relative incidence"
464,ae_outcome1_em_type_2_v3,emeyerowit.montefiore.org,"2025-08-22 13:15:12","Relative incidence"
464,ae_outcome1_em_type_v2,emeyerowit.montefiore.org,"2025-08-22 13:11:30","Relative incidence"
464,ae_outcome1_em_type_v3,emeyerowit.montefiore.org,"2025-08-22 13:14:27","Relative incidence"
465,ae_outcome1_em_type_2_v3,emeyerowit.montefiore.org,"2025-08-24 16:19:27","frequency per million doses"
465,ae_outcome1_em_type_v2,emeyerowit.montefiore.org,"2025-08-24 16:16:24","frequency per million doses"
465,ae_outcome1_em_type_v3,emeyerowit.montefiore.org,"2025-08-24 16:18:24","frequency per million doses"
465,ae_outcome1_em_value,emeyerowit.montefiore.org,"2025-08-24 16:11:37","per million"
465,rob_screen1,nebasta,"2025-09-02 13:03:18","Frequency of AEs by vaccine type were compared to one another in this retrospective cross-sectional study"
466,ae_outcome1_em_type_2,emeyerowit.montefiore.org,"2025-08-24 16:36:16","Rate per million doses"
466,ae_outcome1_em_type_2_v2,emeyerowit.montefiore.org,"2025-08-24 16:41:40","rate per million doses"
466,ae_outcome1_em_type_2_v3,emeyerowit.montefiore.org,"2025-08-24 16:48:45","rate per million doses"
466,ae_outcome1_em_type_3,emeyerowit.montefiore.org,"2025-08-24 16:36:48","rate per million doses"
466,ae_outcome1_em_type_3_v2,emeyerowit.montefiore.org,"2025-08-24 16:42:30","rate per million doses"
466,ae_outcome1_em_type_3_v3,emeyerowit.montefiore.org,"2025-08-24 16:49:26","rate per million doses"
466,ae_outcome1_em_type_4,emeyerowit.montefiore.org,"2025-08-24 16:37:34","rate per million doses"
466,ae_outcome1_em_type_4_v2,emeyerowit.montefiore.org,"2025-08-24 16:43:14","rate per million doses"
466,ae_outcome1_em_type_4_v3,emeyerowit.montefiore.org,"2025-08-24 16:50:16","rate per million doses"
466,ae_outcome1_em_type_5,emeyerowit.montefiore.org,"2025-08-24 16:38:31","Per million doses"
466,ae_outcome1_em_type_5_v2,emeyerowit.montefiore.org,"2025-08-24 16:44:08","rate per million doses"
466,ae_outcome1_em_type_5_v3,emeyerowit.montefiore.org,"2025-08-24 16:51:10","rate per million doses"
466,ae_outcome1_em_type_v2,emeyerowit.montefiore.org,"2025-08-24 16:40:15","Myopericarditis per million doses"
466,ae_outcome1_em_type_v3,emeyerowit.montefiore.org,"2025-08-24 16:45:30","rate per million doses"
466,ae_outcome1_em_value,emeyerowit.montefiore.org,"2025-08-24 16:35:10","Rate of myopericarditis per million doses"
467,domain_ae_include_list,flemi644,"2025-08-12 16:44:01","DVT and/or PE"
467,population,calba1.mgh.harvard.edu,"2025-08-12 18:33:24","Immunocompromised adults are also 18-64 and adults >=65 years"
468,rob2_data1,mehr0035,"2025-09-08 11:25:44","1083 randomized into 7 groups; 1061 completed the study"
468,rob2_interv2,mehr0035,"2025-09-08 11:14:41",""" Study staff receiving, storing, dispensing, preparing, and administering study interventions were unblinded. All other study and site personnel, including investigators and individuals evaluating participant safety, were blinded."""
468,rob2_random1,mehr0035,"2025-09-08 11:16:42","""Participants were randomized using interactive response technology to 1 of 7 study groups"""
469,population_disagg,stodd046,"2025-08-12 16:20:23","Below 40 group, 40+ group"
470,nos_cc_4,ulric063,"2025-09-25 21:55:22","Updating to 'no history of disease' to align with guidance"
470,population,flemi644,"2025-08-18 11:12:36","Adults 18-64 = All adults 18+"
472,nos_cc_4,ulric063,"2025-09-25 21:54:15","Updated to 'no history of disease' to align with guidance"
473,nos_xs_1,nebasta,"2025-09-27 22:30:47","participants were drawn from a COVID-19 registry, no info about how recruited"
473,nos_xs_3,nebasta,"2025-09-08 17:48:33","Self-report was used, no standardized definition of a ""flare"" was established"
474,nos_coh_8,calba1.mgh.harvard.edu,"2025-09-15 09:38:27","This uses EHR-based data. The authors do not seem to explicitly address follow-up rate. In appendix, it does mention people were excluded if there were missing vaccine data (but don't give #s). Given study design, I would consider ""b) Subjects LTFU unlikely to introduce bias"" but this does not change the overall RoB assessment so leaving as is."
